movieId,title,genres
27876,schultze gets the blues (2003),Comedy|Drama
27878,born into brothels (2004),Documentary
27879,dig! (2004),Documentary
27881,"girl from monday, the (2005)",Action|Comedy|Sci-Fi
27882,riding giants (2004),Documentary
27883,dear pillow (2004),Drama
27884,word wars (2004),Comedy|Documentary|Drama
27887,cruel intentions 3 (2004),Drama|Thriller
27888,when will i be loved (2004),Drama
27889,hell's gate 11:11 (2004),Horror|Thriller
27891,quiet as a mouse (muxm„§uschenstill) (2004),Drama
27899,what the #$*! do we know!? (a.k.a. what the bleep do we know!?) (2004),Comedy|Documentary|Drama
27903,"eye 2, the (gin gwai 2) (2004)",Horror|Thriller
27904,"scanner darkly, a (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
27905,casshern (2004),Action|Drama|Fantasy|Sci-Fi
27909,windstruck (nae yeojachingureul sogae habnida) (2004),Comedy|Crime|Drama
27911,howard zinn: you can't be neutral on a moving train (2004),Documentary
27912,outfoxed: rupert murdoch's war on journalism (2004),Documentary
27914,"hijacking catastrophe: 9/11, fear & the selling of american empire (2004)",Documentary
27919,fahrenhype 9/11 (2004),Documentary
27922,jerry seinfeld: 'i'm telling you for the last time' (1998),Comedy|Documentary
30659,noel (2004),Drama
30695,in enemy hands (2004),War
30698,sexual dependency (dependencia sexual) (2003),Drama
30701,chimes at midnight (campanadas a medianoche) (1965),Comedy|Drama|War
30707,million dollar baby (2004),Drama
30712,"narrow margin, the (1952)",Crime|Drama|Film-Noir
30721,hell is for heroes (1962),Drama|War
30723,vincent & theo (1990),Drama
30742,some came running (1958),Drama|Romance
30745,gozu (gokud„¥ ky„¥fu dai-gekij„¥: gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
30747,"goodbye, dragon inn (bu san) (2003)",Comedy|Drama
30749,hotel rwanda (2004),Drama|War
30764,"mahabharata, the (1989)",Action|Drama|War
30767,sitcom (1998),Comedy|Drama|Thriller
30776,born to dance (1936),Comedy|Musical
30781,travels with my aunt (1972),Adventure|Comedy|Drama
30783,blood and black lace (sei donne per l'assassino) (1964),Horror|Thriller
30791,hellraiser: inferno (2000),Horror
30793,charlie and the chocolate factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
30798,auggie rose (a.k.a. beyond suspicion) (2000),Drama|Mystery|Thriller
30800,"wrong box, the (1966)",Comedy
30803,3-iron (bin-jip) (2004),Drama|Romance
30808,it happens every spring (1949),Comedy|Sci-Fi
30810,"life aquatic with steve zissou, the (2004)",Adventure|Comedy|Fantasy
30812,"aviator, the (2004)",Drama
30816,"phantom of the opera, the (2004)",Drama|Musical|Romance
30818,beyond the sea (2004),Drama|Musical
30820,"woodsman, the (2004)",Drama
30822,in good company (2004),Comedy|Drama
30825,meet the fockers (2004),Comedy
30846,"assassination of richard nixon, the (2004)",Crime|Drama|Thriller
30848,"love song for bobby long, a (2004)",Drama
30850,"merchant of venice, the (2004)",Drama
30854,"river, the (he liu) (1997)",Drama
30856,rebels of the neon god (qing shao nian nuo zha) (1992),Drama
30861,captain kidd (1945),Action|Adventure|Drama
30863,hold that ghost (1941),Adventure|Comedy
30867,kamikaze girls (shimotsuma monogatari) (2004),Comedy
30883,fat albert (2004),Comedy|Fantasy
30890,"keys to the house, the (chiavi di casa, le) (2004)",Drama
30892,in the realms of the unreal (2004),Animation|Documentary
30894,white noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller
30896,underclassman (2005),Action|Comedy|Thriller
30898,"upside of anger, the (2005)",Comedy|Drama|Romance
30905,bomb the system (2002),Action|Drama
30942,arrowhead (1953),Drama|Western
30949,"grateful dead movie, the (1977)",Documentary|Musical
30952,last train from gun hill (1959),Drama|Western
30954,"naked jungle, the (1954)",Adventure|Drama
30958,who's the caboose? (1997),Comedy|Documentary
30970,"handful of dust, a (1988)",Drama
30977,"pickle, the (1993)",Comedy
30981,wetherby (1985),Drama
30991,powwow highway (1989),Drama
30994,little miss marker (1980),Comedy|Drama
30996,little miss marker (1934),Comedy|Drama
31000,sweet liberty (1986),Comedy
31004,"promised life, the (vie promise, la) (2002)",Drama
31011,it's all true (1993),Documentary
31026,"phantom of the opera, the (1989)",Drama|Horror|Musical
31030,i remember mama (1948),Children|Drama
31032,"last horror movie, the (2003)",Horror|Thriller
31035,testament (1983),Drama
31038,smooth talk (1985),Drama|Romance
31040,distant thunder (1988),Drama
31042,hell's angels (1930),Drama|War
31045,daddy's dyin'... who's got the will? (1990),Comedy
31047,jinxed! (1982),Comedy
31049,out cold (1989),Comedy|Thriller
31053,heart of america (2003),Drama
31060,a show of force (1990),Drama|Thriller
31079,son of godzilla (kaij„ªt„¥ no kessen: gojira no musuko) (1967),Sci-Fi
31083,man trouble (1992),Comedy|Romance
31086,battles without honor & humanity (jingi naki tatakai) (1973),Crime|Drama
31090,fuhrer ex (f„ºhrer ex) (2002),Drama
31101,stander (2003),Action|Crime|Drama
31104,hester street (1975),Drama
31107,mikey and nicky (1976),Drama
31109,"bigamist, the (1953)",Drama
31112,freedomfighters (libertarias) (1996),Drama|War
31114,imaginary heroes (2004),Comedy|Drama
31116,sergeant york (1941),Drama|War
31123,ruby & quentin (tais-toi!) (2003),Comedy|Crime
31133,deathwatch (2002),Drama|Horror|Thriller|War
31140,madame rosa (la vie devant soi) (1977),Drama
31148,day of the wacko (dzien swira) (2002),Comedy|Drama
31150,wizards (1977),Animation|Fantasy|Sci-Fi|War
31152,for love and gold (l'armata brancaleone) (1966),Adventure|Comedy
31154,heartlands (2002),Comedy|Drama
31156,abbott and costello meet the invisible man (1951),Comedy|Sci-Fi
31158,abbott and costello go to mars (1953),Comedy|Sci-Fi
31160,"abbott and costello meet the killer, boris karloff (1949)",Comedy|Mystery|Thriller
31162,"life and death of peter sellers, the (2004)",Comedy|Drama
31165,"badge, the (2002)",Crime|Drama|Mystery|Thriller
31184,appleseed (appurush„Ædo) (2004),Action|Animation|Fantasy|Sci-Fi
31188,"milky way, the (voie lact„©e, la) (1969)",Comedy|Drama
31193,"many adventures of winnie the pooh, the (1977)",Animation|Children|Musical
31195,pippi in the south seas (pippi l„•ngstrump p„• de sju haven) (1970),Adventure|Children
31201,pippi on the run (p„• rymmen med pippi l„•ngstrump) (1970),Children
31203,puddle cruiser (1996),Comedy
31205,"stickup, the (2002)",Action|Crime|Mystery
31221,elektra (2005),Action|Adventure|Crime|Drama
31223,racing stripes (2005),Children|Comedy
31225,coach carter (2005),Drama
31247,"fighting sullivans, the (sullivans, the) (1944)",Drama
31251,iceman (1984),Drama|Sci-Fi
31255,ice station zebra (1968),Action|Thriller
31258,common places (a.k.a. common ground) (lugares comunes) (2002),Drama
31260,boys town (1938),Drama
31263,torremolinos 73 (2003),Comedy|Drama
31267,zhou yu's train (zhou yu de huo che) (2002),Drama|Romance
31270,shivers (they came from within) (1975),Drama|Horror|Sci-Fi
31284,"star is born, a (1976)",Drama|Musical|Romance
31290,beastmaster 2: through the portal of time (1991),Action|Adventure|Fantasy|Sci-Fi
31297,gold diggers of 1935 (1935),Comedy|Musical
31309,rocco and his brothers (rocco e i suoi fratelli) (1960),Crime|Drama
31330,strawberries in the supermarket (jagoda u supermarketu) (2003) ,Action|Adventure|Comedy
31337,"mortal storm, the (1940)",Drama
31340,once upon a honeymoon (1942),Comedy|Mystery|Romance
31342,monday morning (lundi matin) (2002),Comedy|Drama|Romance
31347,christmas in july (1940),Comedy|Romance
31349,i married a witch (1942),Comedy|Fantasy|Romance
31351,"mayor of hell, the (1933)",Crime|Drama|Romance
31353,"miracle woman, the (1931)",Drama
31359,moolaad„© (2004),Drama
31362,this girl's life (2003),Drama
31364,memories of murder (salinui chueok) (2003),Crime|Drama|Mystery|Thriller
31367,"chase, the (1994)",Action|Adventure|Comedy|Crime|Romance|Thriller
31374,hobson's choice (1954),Comedy|Drama|Romance
31389,dr. who and the daleks (1965),Adventure|Children|Sci-Fi
31408,summer storm (sommersturm) (2004),Drama|Romance
31410,"downfall (untergang, der) (2004)",Drama|War
31413,"white sound, the (das wei„ˇe rauschen) (2001)",Drama
31420,assault on precinct 13 (2005),Action|Crime|Drama|Thriller
31422,are we there yet? (2005),Children|Comedy
31424,alone in the dark (2005),Action|Horror|Sci-Fi|Thriller
31427,hide and seek (2005),Horror|Mystery|Thriller
31429,aliens of the deep (2005),Documentary|IMAX
31431,boogeyman (2005),Drama|Horror|Mystery|Thriller
31433,"wedding date, the (2005)",Comedy|Romance
31435,rory o'shea was here (inside i'm dancing) (2004),Drama
31437,nobody knows (dare mo shiranai) (2004),Drama
31445,employee of the month (2004),Comedy|Drama
31447,magic in the water (1995),Adventure|Children|Fantasy
31467,"great white hope, the (1970)",Action|Drama
31469,"study in terror, a (1965)",Crime|Drama|Horror
31474,everything about mustafa (mustafa hakkinda hersey) (2004),Drama|Thriller
31485,"professionals, the (1966)",Western
31487,"devil and miss jones, the (1941)",Comedy|Romance
31490,alice in wonderland (1999),Adventure|Comedy|Fantasy
31494,everyday people (2004),Drama
31498,backflash (backflash blues) (2002),Action|Crime|Drama|Thriller
31502,salem's lot (1979),Drama|Horror|Mystery|Thriller
31522,"marriage of maria braun, the (ehe der maria braun, die) (1979)",Drama
31524,"bitter tears of petra von kant, the (bitteren tr„§nen der petra von kant, die) (1972)",Drama
31528,beau geste (1939),Action|Adventure|Drama|War
31535,at sword's point (1952),Adventure
31539,overnight (2003),Documentary
31545,"trou, le (hole, the) (night watch, the) (1960)",Crime|Film-Noir
31547,lessons of darkness (lektionen in finsternis) (1992),Documentary|War
31549,fata morgana (1971),Documentary|Drama|Sci-Fi
31553,double dragon (1994),Action|Adventure|Sci-Fi
31555,mac and me (1988),Children|Fantasy|Sci-Fi
31577,scorchers (1991),Comedy|Drama
31584,rosenstrasse (2003),Drama|War
31588,casque d'or (1952),Crime|Drama|Romance
31590,hands off the loot (touchez pas au grisbi) (1954),Crime|Drama|Thriller
31594,"matchmaker, the (1958)",Comedy|Romance
31598,"ballad of the sad cafe, the (1991)",Drama
31600,"deceivers, the (1988)",Adventure|Drama|Thriller
31606,siberia (1998),Comedy
31610,purple butterfly (zi hudie) (2003),Drama
31613,easy (2003),Comedy|Drama|Romance
31617,el cid (1961),Action|Adventure|Drama|Romance|War
31619,going all the way (1997),Comedy|Drama
31628,"taxing woman, a (marusa no onna) (1987)",Comedy
31636,"bunker, the (2001)",Drama|Horror|Mystery|Thriller|War
31638,"fine madness, a (1966)",Comedy|Drama|Romance
31645,reap the wild wind (1942),Action|Adventure|Drama
31647,2009: lost memories (2002),Action|Sci-Fi|Thriller
31649,"architecture of doom, the (underg„•ngens arkitektur) (1989)",Documentary|War
31655,inferno (1953),Drama
31658,howl's moving castle (hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
31660,steamboy (such„Æmub„¥i) (2004),Action|Animation|Drama|Sci-Fi
31664,gorgeous (boh lee chun) (1999),Action|Comedy|Romance
31672,"blade, the (dao) (1995)",Action|Drama
31680,assisted living (2003),Comedy|Drama
31682,"nomi song, the (2004)",Documentary|Musical
31685,hitch (2005),Comedy|Romance
31687,pooh's heffalump movie (2005),Animation|Children
31689,inside deep throat (2005),Documentary
31692,uncle nino (2003),Comedy
31694,bride & prejudice (2004),Comedy|Musical|Romance
31696,constantine (2005),Action|Fantasy|Horror|Thriller
31698,son of the mask (2005),Adventure|Children|Comedy|Fantasy
31700,because of winn-dixie (2005),Children|Comedy|Drama
31702,turtles can fly (lakposhtha h„¢m parvaz mikonand) (2004),Drama|War
31705,beautiful boxer (2003),Action|Drama
31724,pauly shore is dead (2003),Comedy
31737,bunny lake is missing (1965),Mystery|Thriller
31742,jeremy (1973),Drama|Romance
31747,the boyfriend school (1990),Comedy|Romance
31750,until september (1984),Drama|Romance
31770,night and the city (1950),Film-Noir|Thriller
31785,frozen land (paha maa) (2005),Drama
31793,big girls don't cry (gro„ˇe m„§dchen weinen nicht) (2002),Drama|Romance
31797,white banners (1938),Drama
31804,night watch (nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller
31807,dot the i (2003),Drama|Film-Noir|Thriller
31813,sister helen (2002) ,Documentary
31826,bright leaves (2003),Documentary
31847,topper returns (1941),Comedy|Fantasy|Mystery|Romance
31851,sons of the desert (1933),Comedy
31854,morocco (1930),Drama|Romance
31856,surplus: terrorized into being consumers (2003),Documentary
31867,man of the house (2005),Action|Comedy
31869,samson and delilah (1949),Drama|Romance
31878,kung fu hustle (gong fu) (2004),Action|Comedy
31881,shark skin man and peach hip girl (samehada otoko to momojiri onna) (1998),Action|Comedy|Mystery|Thriller
31889,"five people you meet in heaven, the (2004)",Drama|Fantasy
31892,"no retreat, no surrender (1986)",Action|Drama
31894,"chubbchubbs!, the (2002)",Animation|Comedy|Sci-Fi
31900,travellers and magicians (2003),Adventure|Drama
31903,zelary (2003),Drama|Romance
31907,dragonworld (1994),Adventure|Fantasy
31909,dr. giggles (1992),Comedy|Horror
31915,"corn is green, the (1945)",Drama
31921,"seven-per-cent solution, the (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller
31923,"three musketeers, the (1973)",Action|Adventure|Comedy
31925,royal flash (1975),Adventure|Comedy|Romance
31930,masculin f„©minin (1966),Drama
31932,fallen angel (1945),Crime|Film-Noir|Mystery|Romance
31934,"four feathers, the (1939)",Adventure|War
31948,"phone box, the (cabina, la) (1972)",Comedy|Drama|Mystery|Thriller
31950,curse of the demon (night of the demon) (1957),Fantasy|Horror|Mystery
31952,control (kontroll) (2003),Comedy|Crime|Drama|Mystery
31954,beautiful city (shah-re ziba) (2004),Drama
31956,5x2 (2004),Drama|Romance
31960,tart (2001),Crime|Drama|Romance
31963,bed & board (domicile conjugal) (1970),Comedy|Drama
31973,germany year zero (germania anno zero) (deutschland im jahre null) (1948),Drama|War
31975,tombs of the blind dead (la noche del terror ciego) (1972),Horror|Mystery
31983,"sicilian clan, the (clan des siciliens, le) (1969)",Crime|Drama
31991,love me tonight (1932),Comedy|Musical
31998,"hole in my heart, a (h„•l i mitt hj„§rta, ett) (2004)",Drama
32002,bigger than the sky (2005),Comedy|Drama|Romance
32009,tyler perry's diary of a mad black woman (2005),Comedy|Drama|Romance
32011,cursed (2005),Horror|Thriller
32013,loop the loop (up and down) (horem p„°dem) (2004),Comedy
32015,gory gory hallelujah (2003),Comedy|Fantasy|Horror
32017,"pacifier, the (2005)",Action|Comedy
32019,be cool (2005),Comedy|Crime|Musical
32022,gunner palace (2004),Documentary|War
32025,walk on water (2004),Drama|Thriller
32029,hostage (2005),Action|Crime|Drama|Thriller
32031,robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
32049,"laughing policeman, the (1973)",Crime|Drama|Thriller
32056,bopha! (1993),Drama
32058,class action (1991),Drama
32060,"cat and the canary, the (1927)",Horror|Mystery
32062,courage mountain (1990),Adventure|Children|Drama
32074,kiss the bride (2002),Drama|Romance
32076,godzilla vs. the sea monster (gojira-ebira-mosura: nankai no daiketto) (1966),Action|Adventure|Fantasy|Sci-Fi
32078,godzilla vs. mechagodzilla ii (gojira vs mekagojira) (1993),Action|Drama|Sci-Fi
32082,that championship season (1982),Drama
32084,crush (1992),Drama
32088,dna (1997),Action|Sci-Fi
32090,"low life, the (1995)",Drama
32109,rendez-vous (1985),Drama
32116,"oh, god! you devil (1984)",Comedy
32120,amongst friends (1993),Crime|Drama
32122,asfalto (2000),Drama
32124,god is brazilian (deus „â brasileiro) (2003),Adventure|Comedy|Fantasy
32126,april captains (capit„£es de abril) (2000),Drama
32128,blackball (2003),Comedy|Drama
32139,"agony and the ecstasy, the (1965)",Drama
32141,return to peyton place (1961),Drama
32149,butch and sundance: the early days (1979),Western
32151,it happened to jane (1959),Comedy
32153,once upon a forest (1993),Adventure|Animation|Children|Fantasy
32156,hello down there (1969),Comedy|Sci-Fi
32158,all in a night's work (1961),Comedy
32160,twentieth century (1934),Comedy
32162,my sister eileen (1955),Comedy|Musical|Romance
32166,strangers when we meet (1960),Drama
32168,or (a.k.a. my treasure) (2004),Drama
32170,chronicles (cr„≥nicas) (2004),Crime|Drama
32172,lackawanna blues (2005),Drama
32174,"green berets, the (1968)",Action|Drama|War
32179,elevator to the gallows (a.k.a. frantic) (ascenseur pour l'„©chafaud) (1958),Crime|Drama|Thriller
32181,"diary of a chambermaid, the (1946)",Drama|Romance
32196,"violent cop (sono otoko, ky„¥b„¥ ni tsuki) (1989)",Action|Crime|Drama|Thriller
32199,four shades of brown (fyra nyanser av brunt) (2004),Comedy|Drama
32203,brian's song (1971),Drama
32211,thriller: a cruel picture (thriller - en grym film) (1974),Action|Crime|Drama|Thriller
32213,cube zero (2004),Horror|Mystery|Sci-Fi|Thriller
32216,into the sun (2005),Action|Adventure|Thriller
32225,project grizzly (1996),Documentary
32230,"snow queen, the (lumikuningatar) (1986)",Children|Fantasy
32234,julia (1977),Drama
32239,save the green planet! (jigureul jikyeora!) (2003),Comedy|Drama|Horror|Sci-Fi|Thriller
32243,stealing rembrandt (rembrandt) (2003),Action|Comedy|Crime
32250,"snake of june, a (rokugatsu no hebi) (2002)",Drama|Mystery
32261,thirty seconds over tokyo (1944),Drama|War
32263,vares: private eye (vares - yksityisetsiv„§) (2004),Action|Comedy|Crime|Thriller
32277,girl crazy (1943),Comedy|Musical|Romance
32280,"3 penny opera, the (threepenny opera, the) (3 groschen-oper, die) (1931)",Crime|Musical
32285,"boys & girl from county clare, the (a.k.a. the boys from county clare) (2003)",Comedy|Musical|Romance
32289,ice princess (2005),Children|Comedy|Drama
32291,melinda and melinda (2004),Comedy|Drama
32294,milk and honey (2003),Drama
32296,miss congeniality 2: armed and fabulous (2005),Adventure|Comedy|Crime
32298,guess who (2005),Comedy|Romance
32300,d.e.b.s. (2004),Action|Comedy
32302,"league of ordinary gentlemen, a (2004)",Documentary
32314,incident at loch ness (2004),Adventure|Comedy|Documentary
32316,"river, the (1951)",Drama|Romance
32318,virginia's run (2002),Drama
32325,yanks (1979),Drama|Romance|War
32329,paradise alley (1978),Drama
32333,"seagull's laughter, the (m„°vahl„°tur) (2001)",Comedy|Drama
32335,wild horses (caballos salvajes) (1995),Drama
32342,woman thou art loosed (2004),Drama
32345,arrowsmith (1931),Drama
32347,barbary coast (1935),Adventure|Drama|Romance|Western
32349,stella dallas (1937),Drama
32352,"thief and the cobbler, the (a.k.a. arabian knight) (1995)",Adventure|Animation|Comedy|Fantasy
32354,free radicals (b„∂se zellen) (2003),Drama
32357,"unfaithful, the (1947)",Drama|Film-Noir
32361,come and get it (1936),Drama
32369,panic in the streets (1950),Crime|Drama|Film-Noir|Thriller
32371,call northside 777 (1948),Crime|Drama|Film-Noir
32375,young torless (1966),Drama
32381,bells are ringing (1960),Comedy|Musical|Romance
32383,finian's rainbow (1968),Fantasy|Musical
32385,"toolbox murders, the (1978)",Horror|Thriller
32387,"sword of doom, the (dai-bosatsu t„¥ge) (1966)",Action|Drama
32389,deep crimson (profundo carmes„≠) (1996),Crime|Drama
32392,800 bullets (800 balas) (2002),Comedy|Crime|Drama|Western
32395,attack of the mushroom people (matango) (1963),Fantasy|Horror|Sci-Fi|Thriller
32415,"ebola syndrome, the (yi boh laai beng duk) (1996)",Comedy|Horror
32419,"music of chance, the (1993)",Drama
32421,tammy and the t-rex (1994),Comedy|Sci-Fi
32433,mixed blood (1984),Action|Drama
32440,if looks could kill (1991),Action|Comedy
32442,greedy (1994),Comedy
32444,carmen (1983),Drama|Musical|Romance
32452,my neighbors the yamadas (h„¥hokekyo tonari no yamada-kun) (1999),Animation|Comedy
32456,"pom poko (a.k.a. raccoon war, the) (heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy
32460,knockin' on heaven's door (1997),Action|Comedy|Crime|Drama
32464,city of hope (1991),Drama
32469,we're no angels (1955),Comedy|Crime|Drama
32471,sons and lovers (1960),Drama
32478,"arrow, the (1997)",Drama
32483,ruggles of red gap (1935),Comedy|Romance
32485,greetings (1968),Comedy
32493,end of the century: the story of the ramones (2003),Documentary|Musical
32497,love letter (1995) ,Drama|Romance
32501,natural city (2003),Action|Romance|Sci-Fi
32509,this sporting life (1963),Drama
32511,"touch of zen, a (xia nu) (1971)",Action|Adventure
32515,walker (1987),Adventure|Drama|War|Western
32518,zu: warriors from the magic mountain (xin shu shan jian ke) (1983),Action|Adventure|Fantasy|Horror
32520,whistle down the wind (1961),Drama
32525,"earrings of madame de..., the (madame de...) (1953)",Drama
32535,no one writes to the colonel (el coronel no tiene quien le escriba) (1999),Drama
32551,speedy (1928),Action|Comedy
32554,memories (memor„Æzu) (1995),Animation|Fantasy|Sci-Fi|Thriller
32560,invasion of astro-monster (godzilla vs. monster zero) (kaij„ª daisens„¥) (1965),Action|Adventure|Sci-Fi
32562,harvie krumpet (2003),Animation|Comedy|Drama
32567,investigating sex (a.k.a. intimate affairs) (2001),Comedy|Drama
32582,"wild parrots of telegraph hill, the (2003)",Documentary
32584,"ballad of jack and rose, the (2005)",Drama
32587,sin city (2005),Action|Crime|Film-Noir|Mystery|Thriller
32589,beauty shop (2005),Comedy
32591,look at me (comme une image) (2004),Comedy|Drama|Romance
32593,dust to glory (2005),Action|Adventure|Documentary
32596,sahara (2005),Action|Adventure|Comedy
32598,fever pitch (2005),Comedy|Romance
32600,eros (2004),Drama
32602,winter solstice (2004),Drama
32605,smile (2005),Drama
32617,eye of the tiger (1986),Action
32620,not on the lips (pas sur la bouche) (2003),Comedy|Musical|Romance
32625,"krakatoa, east of java (1969)",Adventure|Drama
32627,rhinestone (1984),Comedy
32632,electra glide in blue (1973),Action|Crime
32646,bring on the night (1985),Documentary|Musical
32649,"special day, a (giornata particolare, una) (1977)",Drama|War
32653,this land is mine (1943),Drama|War
32655,"foul king, the (banchikwang) (2000)",Comedy
32657,"man who planted trees, the (homme qui plantait des arbres, l') (1987)",Animation|Drama
32659,tanguy (2001),Comedy
32666,national lampoon's lady killers (national lampoon's gold diggers) (2003),Comedy
32668,blind horizon (2003),Drama|Thriller
32674,islands in the stream (1977),Drama
32677,go for broke! (1951),Drama|War
32686,blood on satan's claw (a.k.a. satan's skin) (1971),Horror|Thriller
32689,"reuben, reuben (1983)",Comedy|Drama|Romance
32705,why has bodhi-dharma left for the east?: a zen fable (dharmaga tongjoguro kan kkadalgun) (1989),Drama
32707,blue (1993),Drama
32716,bilitis (1977),Drama|Romance
32719,burn! (queimada) (1969),Drama|Thriller
32721,battle of the bulge (1965),Action|Drama|War
32724,ghosts... of the civil dead (1988),Crime|Drama
32728,"little girl who lives down the lane, the (1976)",Drama|Mystery|Thriller
32735,arabian nights (il fiore delle mille e una notte) (1974),Comedy|Drama|Fantasy
32737,age of consent (1969),Comedy|Drama|Romance
32741,oedipus rex (edipo re) (1967),Drama
32743,ringu 0: b„¢sudei (2000),Drama|Horror|Thriller
32770,brothers (br„∏dre) (2004),Drama
32773,parenti serpenti (1992),Comedy
32777,major barbara (1941),Comedy
32779,steppenwolf (1974),Drama
32781,hawaii (1966),Drama
32783,pretty maids all in a row (1971),Comedy|Crime|Thriller
32788,loners (samot„°ri) (2000),Drama
32792,"red desert (deserto rosso, il) (1964)",Drama
32797,satan's brew (satansbraten) (1976),Comedy|Drama
32799,maidens in uniform (m„§dchen in uniform) (1931),Drama|Romance
32811,diary of a lost girl (tagebuch einer verlorenen) (1929),Drama
32825,sexmission (seksmisja) (1984),Adventure|Comedy|Sci-Fi
32830,44 minutes: the north hollywood shoot-out (2003),Action|Crime
32834,macbeth (1948),Drama
32836,garage olimpo (1999),Drama
32840,vincent (1982),Animation
32844,waterloo bridge (1940),Drama|Romance|War
32851,hotel terminus: the life and times of klaus barbie (h„¥tel terminus) (1988),Documentary
32853,"sorrow and the pity, the (le chagrin et la piti„©) (1969)",Documentary|War
32860,premiers d„©sirs (1984),Drama|Romance
32862,with six you get eggroll (1968),Comedy|Romance
32864,"move over, darling (1963)",Comedy|Romance
32866,love me or leave me (1955),Drama|Musical|Romance
32875,holiday (jour de f„™te) (1949),Comedy
32882,"big store, the (1941)",Comedy|Musical
32890,mother k„ºsters goes to heaven (mutter k„ºsters' fahrt zum himmel) (1975),Drama
32892,ivan's childhood (a.k.a. my name is ivan) (ivanovo detstvo) (1962),Drama|War
32898,"trip to the moon, a (voyage dans la lune, le) (1902)",Action|Adventure|Fantasy|Sci-Fi
32902,whisky (2004),Comedy|Drama
32906,"ascent, the (voskhozhdeniye) (1977)",Drama|War
32914,carrie (2002),Drama|Horror|Thriller
32917,boccaccio '70 (1962),Comedy|Fantasy|Romance
32923,frankenfish (2004),Action|Comedy|Horror|Sci-Fi|Thriller
32925,who's your daddy? (2004),Comedy
32928,control (2004),Crime|Sci-Fi|Thriller
32935,evil remains (trespassing) (2004),Horror|Thriller
32941,"self-made hero, a (un h„©ros tr„®s discret) (1996)",Comedy|Drama
32943,life is sweet (1990),Comedy|Drama
32952,ride the pink horse (1947),Drama|Film-Noir|Mystery|Thriller
32954,"chant of jimmy blacksmith, the (1978)",Drama
32957,double suicide (shinj„ª: ten no amijima) (1969),Drama|Romance
32959,boy (sh„¥nen) (1969),Drama
32966,let him have it (1991),Crime|Drama
32968,guelwaar (1993),Drama
32972,dr. akagi (kanzo sensei) (1998),Comedy|Drama|War
32974,black rain (kuroi ame) (1989),Drama|War
32979,alexandra's project (2003),Drama|Thriller
32988,clean (2004),Drama
32994,"delicate art of parking, the (2003)",Comedy
32999,wilson (1944),Drama
33001,blossoms in the dust (1941),Drama
33004,"hitchhiker's guide to the galaxy, the (2005)",Adventure|Comedy|Sci-Fi
33008,king's game (kongekabale) (2004),Thriller
33019,barefoot (barfuss) (2005),Comedy|Drama|Romance
33021,dark habits (entre tinieblas) (1983),Comedy|Drama
33027,snake and crane arts of shaolin (she hao ba bu) (1978),Action|Drama
33036,"eiger sanction, the (1975)",Action|Adventure|Drama|Thriller
33049,it started in naples (1960),Comedy|Drama
33051,skin game (1971),Comedy|Romance|Western
33072,f for fake (v„©rit„©s et mensonges) (1973),Documentary|Mystery
33081,love comes softly (2003),Drama|Romance|Western
33085,"amityville horror, the (2005)",Horror|Thriller
33090,mutant aliens (2001),Animation|Comedy|Sci-Fi
33092,acts of worship (2001) ,Drama
33098,ike: countdown to d-day (2004),Action|Adventure|Drama|War
33102,cry of the banshee (1970),Horror
33110,phantom lady (1944),Crime|Film-Noir|Mystery
33113,act of violence (1948),Drama|Film-Noir|Thriller
33117,rouge (yin ji kau) (1988),Drama|Fantasy|Mystery|Romance
33119,miracle in milan (miracolo a milano) (1951),Comedy|Drama|Fantasy
33124,before the fall (napola - elite f„ºr den f„ºhrer) (2004),Drama|War
33126,"frisco kid, the (1979)",Comedy|Western
33129,onmyoji (onmyoji: the yin yang master) (2001),Action|Drama|Fantasy|Horror
33132,state property 2 (2005),Action|Crime|Drama
33134,"year of the yao, the (2004)",Documentary
33136,house of d (2004),Drama
33138,palindromes (2004),Adventure|Comedy|Drama
33140,down and derby (2005),Children|Comedy
33142,"wake in providence, a (1999)",Comedy
33145,"lot like love, a (2005)",Comedy|Drama|Romance
33148,king's ransom (2005),Comedy|Crime
33150,"game of their lives, the (2005)",Drama
33152,madison (2001),Drama
33154,enron: the smartest guys in the room (2005),Documentary
33158,xxx: state of the union (2005),Action|Crime|Thriller
33160,death of a dynasty (2003),Comedy
33162,kingdom of heaven (2005),Action|Drama|Romance|War
33164,house of wax (2005),Horror|Thriller
33166,crash (2004),Crime|Drama
33168,jiminy glick in la la wood (2004),Comedy|Mystery
33171,mysterious skin (2004),Drama|Mystery
33188,mischief (1985),Comedy|Romance
33191,jubal (1956),Western
33193,viva mar„≠a! (1965),Adventure|Comedy|Western
33201,between your legs (entre las piernas) (1999),Drama|Mystery|Romance|Thriller
